Planet's Name,Planet's Detection Method,Planet's Mass,Planet's Radius,Planet's Period,Planet's Semimajor Axis,Planet's Gravity,Planet's Density,Planet's Hill Sphere,Planet's Distance,Planet's Periastron,Planet's Apastron,Planet's Flux,Planet's Equilibrium Temperature,Planet's Surface Temperature,Planet's Type,Planet's Habitability Zone Location,Planet's Temperature Type,Planet's Habitability,Planet's Earth Similarity Index,Star's Name,Star's Magnitude,Star's Distance,Star's Temperature,Star's Mass,Star's Radius,Star's Temperature Type,Star's Luminosity,Star's Snow Line
Kepler-1903 b,Transit,5.85,2.286,17.0679,0.1321,1.1194467,0.48969671,0.0023424856,0.1321,0.1321,0.1321,112.25207,829.17901,936.4274,Superterran,0,Hot,0,0.25228585,Kepler-1903,15.456,1775.44,6347,1.05,1,F,1.9588447,3.7788858
Kepler-1945 b,Transit,2.21,1.289,6.08004,0.0597,1.3301066,1.0318903,0.00084864638,0.0597,0.0597,0.0597,101.63688,808.83986,913.45752,Terran,0,Hot,0,0.30094782,Kepler-1945,13.586,,4991,0.77,0.8,K,0.362243,1.6250389
Kepler-176 e,Transit,2.7,1.45,51.16579,0.2494,1.2841855,0.88564517,0.003638842,0.2494,0.2494,0.2494,6.3417206,404.25136,456.53838,Terran,0,Hot,0,0.46938016,Kepler-176,14.767,527.321,5295,0.87,0.83,K,0.3944573,1.6957576
OGLE-2018-BLG-1011L b,Microlensing,570,13.5,,1.8,3.127572,0.231672,0.26439823,1.8,1.8,1.8,,,,Jovian,0,,0,,OGLE-2018-BLG-1011L,,7100,,0.18,,,,
Kepler-1942 b,Transit,5.13,2.117,4.62605,0.0516,1.1446577,0.54069803,0.00093972568,0.0516,0.0516,0.0516,316.00983,1074.0509,1212.9717,Superterran,0,Hot,0,0.25305894,Kepler-1942,14.91,842.492,5834,0.85,0.8,G,0.84139514,2.476645
HD 221416 b,Transit,60.5,9.17,14.2767,0.1228,0.71947665,0.078459831,0.0040048251,0.12361201,0.108678,0.136922,343.94912,1094.3098,,Jovian,0,Hot,0,0.096175379,HD 221416,8.15,95.5483,5080,1.21,2.94,K,5.1522864,6.1286351
Kepler-294 c,Transit,7.8,2.71,6.6264,0.071,1.062077,0.39191035,0.0014327396,0.071,0.071,0.071,141.0858,877.95152,,Neptunian,0,Hot,0,0.23042542,Kepler-294,15.948,1357.01,5913,0.95,0.98,G,0.71121351,2.2770038
Kepler-228 d,Transit,15.4,4.04,11.094286,0.101,0.94353495,0.23354825,0.0025568524,0.101,0.101,0.101,126.57772,854.45466,,Neptunian,0,Hot,0,0.18369372,Kepler-228,15.902,1644.61,6043,0.95,1.01,F,1.2912193,3.0680594
Kepler-23 b,Transit,254.3,1.9,7.1073,0.075,70.443213,37.075375,0.0043150135,0.075135,0.0705,0.0795,409.88367,1145.4372,1293.5913,Superterran,0,Hot,0,0.2629103,Kepler-23,13.567,835.756,5760,1.11,1.52,G,2.3014418,4.096036
Kepler-251 c,Transit,8.1,2.77,16.514043,0.122,1.0556634,0.38110593,0.0024930571,0.122,0.122,0.122,45.214771,660.57144,,Neptunian,0,Hot,0,0.24642622,Kepler-251,15.541,924.625,5526,0.95,0.89,G,0.67297666,2.2149492
Kepler-1623 b,Transit,2.27,1.31,4.3612835,0.0518,1.3227667,1.0097456,0.00068096318,0.0518,0.0518,0.0518,250.80748,1013.7592,1144.8818,Terran,0,Hot,0,0.29212031,Kepler-1623,15.205,837.481,5772,1,1,G,0.67297666,2.2149492
Kepler-181 b,Transit,2.15,1.27,3.137873,0.04,1.3330027,1.0496084,0.00054515301,0.04,0.04,0.04,261.14398,1024.0466,1156.4997,Terran,0,Hot,0,0.29326569,Kepler-181,14.854,609.283,5333,0.85,0.75,G,0.41783037,1.7452746
Kepler-336 c,Transit,5.06,2.1,9.600001,0.092,1.1473923,0.54637728,0.0015351392,0.092,0.092,0.092,214.99301,975.45176,1101.6195,Superterran,0,Hot,0,0.25586389,Kepler-336,13.677,768.86,5867,1.09,1.3,G,1.8197009,3.6421998
HIP 54373 c,Radial Velocity,12.44,3.57,15.144,0.099,0.97607671,0.27341084,0.0022139048,0.10098,0.0792,0.1188,6.2458852,399.65443,,Neptunian,0,Hot,0,0.35177116,HIP 54373,10.38,18.7168,4021,0.57,0.56,K,0.059979108,0.66124708
K2-161 b,Transit,31.1,6.117,9.283188,0.086136275,0.83115769,0.13587669,0.0027186068,0.086136275,0.086136275,0.086136275,1118.479,1473.1829,,Neptunian,0,Hot,0,0.13012466,K2-161,12.718,916.319,4972,0.99,2.57,K,8.2985077,7.7779252
Kepler-1809 b,Transit,2.9,1.513,3.7572999,0.0435,1.2668353,0.83730024,0.00066564933,0.0435,0.0435,0.0435,178.6576,931.33319,1051.7945,Terran,0,Hot,0,0.28602107,Kepler-1809,14.271,409.602,4901,0.81,0.72,K,0.33806484,1.5698703
Kepler-595 b,Transit,17.4,3.708,25.302909,0.1582,1.2655223,0.34129511,0.0042009466,0.1582,0.1582,0.1582,17.930279,524.19934,,Neptunian,0,Hot,0,0.24810066,Kepler-595,15.067,643.009,5138.5,0.93,0.82,K,0.44874539,1.8086884
Kepler-598 c,Transit,9.4,3.024,86.4945,0.3576,1.0279317,0.33992452,0.0078188799,0.3576,0.3576,0.3576,4.3172279,367.19855,,Neptunian,0,Hot,0,0.43334425,Kepler-598,14.829,681.086,5245,0.9,0.9,K,0.55207744,2.0061517
Kepler-607 b,Transit,0.59,0.87,0.6381632,0.0135,0.77949531,0.89597162,0.00012003556,0.0135,0.0135,0.0135,2276.8397,1759.6765,1987.2781,Terran,0,Hot,0,0.29180598,Kepler-607,14.672,519.122,5196,0.84,0.8,K,0.41495404,1.739257
Kepler-616 b,Transit,6.48,2.43,9.9976185,0.0927,1.0973937,0.45160234,0.0017403955,0.0927,0.0927,0.0927,90.124015,784.89189,886.41206,Superterran,0,Hot,0,0.24820246,Kepler-616,15.021,945.775,5753,0.98,0.97,G,0.7744618,2.3760948
Kepler-616 c,Transit,11.5,3.41,90.411356,0.4024,0.98898358,0.29002451,0.009146757,0.4024,0.4024,0.4024,4.7828202,376.72177,,Neptunian,0,Hot,0,0.39727465,Kepler-616,15.021,945.775,5753,0.98,0.97,G,0.7744618,2.3760948
Kepler-1856 b,Transit,3.66,1.734,1.302,0.0215,1.2172587,0.70199466,0.00036004148,0.0215,0.0215,0.0215,1009.539,1435.9208,1621.6469,Superterran,0,Hot,0,0.26920511,Kepler-1856,15.621,848.76,4948,0.78,0.82,K,0.46665938,1.8444367
Kepler-1705 c,Transit,5.42,2.05,11.28,0.10280572,1.2897085,0.6291261,0.001680739,0.10284602,0.099927159,0.10568428,213.86305,974.02429,1100.0074,Superterran,0,Hot,0,0.25838466,Kepler-1705,15.8,1633.49,6312,1.14,1.26,F,2.2594358,4.0584833
HD 79181 b,Radial Velocity,203.41018,14.1,273.1,0.9,1.0231386,0.072563019,0.036132682,0.93018645,0.6669,1.1331,78.81212,749.24559,,Jovian,0,Hot,0,0.077191078,HD 79181,5.72,103.335,4862,1.28,11.06,G,61.6595,21.201362
HD 161178 b,Radial Velocity,181.16219,14.1,279.3,0.85,0.91123279,0.064626439,0.045107556,0.8508228,0.8126,0.8874,78.087758,756.98569,,Jovian,0,Hot,0,0.077312311,HD 161178,5.88375,107.188,4786,1.06,10.95,G,56.363766,20.270467
KOI-4777.01,Transit,99.2,0.51,0.412,0.008,381.39177,747.827,0.00049863701,0.008,0.008,0.008,357.94807,1108.0382,1251.355,Subterran,0,Hot,0,0.26034138,KOI-4777,16.413,172.245,3515,0.41,0.4,M,0.022908677,0.40866154
OGLE-2018-BLG-1428L b,Microlensing,240,14,,3.3,1.2244898,0.087463557,0.27177747,3.3,3.3,3.3,,,,Jovian,0,,0,,OGLE-2018-BLG-1428L,,6220,,0.43,,,,
Kepler-1875 b,Transit,10.5,3.227,34.458599,0.2039,1.0083037,0.31245854,0.0045431566,0.2039,0.2039,0.2039,61.399601,713.08466,,Neptunian,0,Hot,0,0.22073866,Kepler-1875,15.201,1660.45,6161,0.95,0.86,F,2.5527013,4.3138373
Kepler-1860 b,Transit,1.55,1.139,12.7372,0.1021,1.1947698,1.0489639,0.0012380793,0.1021,0.1021,0.1021,63.233689,718.35123,811.26483,Terran,0,Hot,0,0.31337066,Kepler-1860,13.569,438.703,5420,0.87,0.87,G,0.6591739,2.1921172
Kepler-1832 b,Transit,2.02,1.227,3.1387899,0.037,1.3417211,1.0934972,0.00053202796,0.037,0.037,0.037,336.1991,1090.8093,1231.8977,Terran,0,Hot,0,0.29340159,Kepler-1832,14.577,486.174,5242,0.68,0.72,K,0.46025657,1.8317397
Kepler-1866 b,Transit,4.99,2.082,11.6601,0.1016,1.151169,0.552915,0.0017196236,0.1016,0.1016,0.1016,134.96234,868.26612,980.57015,Superterran,0,Hot,0,0.2603896,Kepler-1866,14.418,976.737,5791,1.03,1.08,G,1.3931568,3.1868657
OGLE-2015-BLG-1649L b,Microlensing,807,13.2,,2.07,4.6315427,0.35087445,0.27619796,2.07,2.07,2.07,,,,Jovian,0,,0,,OGLE-2015-BLG-1649L,,4230,,0.34,,,,
Kepler-846 b,Transit,6.71,2.48,19.807922,0.1399,1.090986,0.43991369,0.0026944359,0.1399,0.1399,0.1399,31.000205,601.09187,678.83881,Superterran,0,Hot,0,0.27206583,Kepler-846,15.684,1127.12,5579,0.94,0.91,G,0.60673633,2.1031186
Kepler-1669 d,Transit,1.98,1.22,4.7294118,0.0468,1.3302876,1.0903996,0.00069312179,0.0468,0.0468,0.0468,71.863488,741.69745,837.63072,Terran,0,Hot,0,0.30874142,Kepler-1669,16.473,543.444,4224,0.61,0.6,K,0.15739829,1.0711832
Kepler-1819 b,Transit,14.5,3.904,16.4869,0.1337,0.95136766,0.24369049,0.0030948816,0.1337,0.1337,0.1337,68.19259,732.03864,,Neptunian,0,Hot,0,0.19573304,Kepler-1819,15.489,1363.19,6090,1.17,1.07,F,1.2189896,2.9810123
Kepler-381 c,Transit,1.46,1.12,13.391635,0.117,1.1639031,1.0391992,0.0012493812,0.117,0.117,0.117,238.57684,1001.1676,1130.6615,Terran,0,Hot,0,0.29765481,Kepler-381,10.47,267.323,6152,1.2,1.57,F,3.2658783,4.8793701
Kepler-595 c,Transit,3.3,1.009,12.38602,0.0983,3.2413924,3.2124801,0.0014997393,0.0983,0.0983,0.0983,46.440081,665.002,751.01526,Terran,0,Hot,0,0.32269634,Kepler-595,15.067,643.009,5138.5,0.93,0.82,K,0.44874539,1.8086884
Kepler-1715 b,Transit,16,4.14,35.597301,0.2178,0.9335107,0.22548568,0.0053506745,0.2178,0.2178,0.2178,55.066091,693.93816,,Neptunian,0,Hot,0,0.19280711,Kepler-1715,12.881,522.605,6212,1.08,1.21,F,2.6121614,4.3637892
Kepler-123 c,Transit,2.79,1.48,26.695074,0.181,1.27374,0.86063511,0.0025403376,0.181,0.181,0.181,78.459015,758.15922,856.22171,Terran,0,Hot,0,0.29723615,Kepler-123,14.129,1021.66,6089,1.01,1.26,F,2.5703958,4.3287626
Kepler-372 c,Transit,5.02,2.09,20.053763,0.154,1.1492411,0.54987612,0.0024820668,0.154,0.154,0.154,88.299564,780.88908,881.89151,Superterran,0,Hot,0,0.26510489,Kepler-372,14.928,1493.95,6509,1.2,1.14,F,2.0941125,3.9071831
Kepler-402 c,Transit,3.05,1.56,6.124821,0.068,1.2532873,0.8033893,0.00094151699,0.068,0.068,0.068,345.12957,1097.9821,1239.9982,Terran,0,Hot,0,0.28016372,Kepler-402,13.27,625.339,6090,1.15,1.26,F,1.5958791,3.410859
Kepler-404 c,Transit,3.61,1.72,14.751166,0.118,1.2202542,0.70945011,0.0018549919,0.118,0.118,0.118,33.05491,610.81361,689.81799,Superterran,0,Hot,0,0.30860255,Kepler-404,15.479,812.524,5654,0.93,0.88,G,0.46025657,1.8317397
Kepler-1744 b,Transit,13.6,3.768,37.101101,0.2093,0.95789327,0.25421796,0.005195222,0.2093,0.2093,0.2093,18.216358,526.27785,,Neptunian,0,Hot,0,0.24511613,Kepler-1744,15.566,1091.63,5986,0.89,0.85,G,0.79799469,2.4119248
Kepler-310 b,Transit,1.81,1.19,13.930698,0.111,1.2781583,1.0740826,0.0013963275,0.111,0.111,0.111,46.81166,666.32824,752.51304,Terran,0,Hot,0,0.31970038,Kepler-310,14.376,602.268,5797,0.91,0.88,G,0.57676646,2.0505188
Kepler-1022 b,Transit,6.17,2.36,10.994699,0.0805,1.1077995,0.46940656,0.001655478,0.0805,0.0805,0.0805,21.399727,547.90059,618.76762,Superterran,0,Hot,0,0.29529059,Kepler-1022,15.758,420.042,4445,0.71,0.68,K,0.13867558,1.0054576
K2-244 b,Transit,3.71,1.75,21.06884,0.1418,1.2114286,0.6922449,0.0023089789,0.1418,0.1418,0.1418,37.900727,632.06478,713.81785,Superterran,0,Hot,0,0.30207537,K2-244,11.78,212.902,5677,0.86,0.92,G,0.76207901,2.3570227
Kepler-1849 b,Transit,6.29,2.387,57.2929,0.2597,1.1039409,0.46248046,0.0053751175,0.2597,0.2597,0.2597,3.2289112,341.47879,385.64663,Superterran,0,Hot,0,0.52803948,Kepler-1849,15.997,631.884,4806,0.71,0.73,K,0.21777098,1.2599803
Kepler-1850 b,Transit,0.313,0.729,1.3858,0.0206,0.58896472,0.80790771,0.00016496455,0.0206,0.0206,0.0206,364.97705,1113.4382,1257.4534,Subterran,0,Hot,0,0.28807761,Kepler-1850,14.44,250.199,4239,0.61,0.6,K,0.15488166,1.0625852
Kepler-2001 b,Transit,1.12,1.04,1.090011,0.0197,1.035503,0.99567592,0.00021519128,0.0197,0.0197,0.0197,732.93852,1325.4599,1496.8987,Terran,0,Hot,0,0.29468383,Kepler-2001,15.981,776.55,5081,0.86,0.77,K,0.28444611,1.4400042
Kepler-2001 c,Transit,3.97,1.82,14.092583,0.1084,1.1985267,0.65853118,0.0018054212,0.1084,0.1084,0.1084,24.207026,565.04764,638.13252,Superterran,0,Hot,0,0.31729858,Kepler-2001,15.981,776.55,5081,0.86,0.77,K,0.28444611,1.4400042
Kepler-1870 b,Transit,5.07,2.101,3.60694,0.0453,1.1485657,0.54667574,0.00078909452,0.0453,0.0453,0.0453,289.60336,1050.8739,1186.7969,Superterran,0,Hot,0,0.25423158,Kepler-1870,13.566,407.216,5508,0.96,0.84,G,0.59429216,2.0814394
Kepler-1871 b,Transit,6.44,2.422,1.9527,0.0308,1.0978363,0.45327676,0.00056941801,0.0308,0.0308,0.0308,1061.4476,1454.0333,1642.1021,Superterran,0,Hot,0,0.23550099,Kepler-1871,14.822,854.623,5741,1.02,0.95,G,1.0069317,2.7093416
K2-59 b,Transit,6.39,2.41,20.6921,0.1354,1.1001877,0.45650941,0.0027420411,0.1354,0.1354,0.1354,11.933358,473.46772,534.70739,Superterran,0,Hot,0,0.33456437,K2-59,14.266,311.313,5055,0.77,0.73,K,0.21877616,1.2628849
Kepler-1953 b,Transit,2.2,1.286,6.2456598,0.0607,1.3302729,1.0344268,0.00085422538,0.0607,0.0607,0.0607,63.624241,719.45786,812.5146,Terran,0,Hot,0,0.30908979,Kepler-1953,15.936,605.631,4858,0.79,0.71,K,0.23442288,1.3072654
Kepler-1946 b,Transit,6.75,2.488,3.0351901,0.0394,1.0904431,0.438281,0.00077431807,0.0394,0.0394,0.0394,338.85005,1092.9533,1234.319,Superterran,0,Hot,0,0.23506309,Kepler-1946,15.508,1002.12,5505,0.89,0.87,G,0.52601727,1.9582303
Kepler-1965 b,Transit,2.4,1.354,41.868698,0.2301,1.3091033,0.96684142,0.0031570246,0.2301,0.2301,0.2301,15.855019,508.32492,574.07312,Terran,0,Hot,0,0.36779088,Kepler-1965,13.839,521.791,5852,0.93,0.84,G,0.83945999,2.4737953
Kepler-1967 b,Transit,0.315,0.73,7.2816901,0.0735,0.59110527,0.80973325,0.00050023734,0.0735,0.0735,0.0735,50.167831,677.96307,765.65276,Subterran,0,Hot,0,0.31162826,Kepler-1967,13.519,249.102,4970,1,1.81,K,0.27101916,1.4056065
Kepler-1916 b,Transit,7.35,2.618,31.254299,0.2053,1.0723784,0.40961741,0.003778412,0.2053,0.2053,0.2053,38.834892,635.92403,,Neptunian,0,Hot,0,0.25767204,Kepler-1916,15.779,2055.82,6246,1.18,1.09,F,1.6368165,3.4543295
Kepler-633 b,Transit,3.29,1.63,8.5034072,0.0815,1.2382852,0.75968418,0.0012045036,0.0815,0.0815,0.0815,217.61297,978.41005,1104.9604,Superterran,0,Hot,0,0.27917836,Kepler-633,13.812,680.54,5899,1.02,1.15,G,1.4454398,3.246114
TOI-532 b,Transit,61.5,5.82,2.3266508,0.0296,1.8156375,0.31196521,0.001356153,0.0296,0.0296,0.0296,91.709976,788.32238,,Neptunian,0,Hot,0,0.14653403,TOI-532,14.413,135.047,3927,0.64,0.61,K,0.080352612,0.76535648
K2-151 b,Transit,2.83,1.49,3.835476,0.0373,1.2747174,0.855515,0.00067877151,0.0373,0.0373,0.0373,20.117886,539.50478,609.28587,Terran,0,Hot,0,0.34491162,K2-151,14.175,69.4798,3695,0.47,0.45,M,0.027989813,0.45171422
Kepler-1892 b,Transit,4.03,1.837,6.3312302,0.0633,1.1942266,0.65009612,0.0010636963,0.0633,0.0633,0.0633,124.79368,851.42786,961.55397,Superterran,0,Hot,0,0.27353688,Kepler-1892,15.592,851.595,5383,0.85,0.76,G,0.50003453,1.9092542
HD 4760 b,Radial Velocity,4417.837,12.3,434,1.14,29.201117,2.3740746,0.14174931,1.170153,0.8778,1.4022,672.96485,1284.3717,,Jovian,0,Hot,0,0.073734713,HD 4760,7.51,537.873,4076,1.05,42.4,K,851.13804,78.770529
HD 68988 c,Radial Velocity,4767.4261,12.3,16000,13.2,31.511839,2.5619381,1.1599018,14.5365,7.26,19.14,0.010714867,78.612274,,Jovian,0,Cold,0,0.083510657,HD 68988,8.2,60.8447,5883.41,1.17,1.26,G,1.6672472,3.486292
HD 24085 b,Radial Velocity,11.8,3.46,2.0455,0.034,0.98566608,0.28487459,0.00056519654,0.0348228,0.02652,0.04148,2112.5887,1711.1152,,Neptunian,0,Hot,0,0.1930498,HD 24085,7.57,54.9004,6034,1.22,1.41,G,2.3823195,4.1673863
TOI-1064 c,Transit,2.5,2.651,12.226574,0.09429,0.35573005,0.13418712,0.0012849078,0.094655091,0.08599248,0.10258752,26.900284,579.30364,654.23243,Terran,0,Hot,0,0.26984246,TOI-1064,10.938,68.0726,4734,0.75,0.73,K,0.23823195,1.3178433
Kepler-768 b,Transit,3.86,1.79,11.391003,0.092,1.2047065,0.67302037,0.0015422836,0.092,0.092,0.092,40.403998,642.25249,725.32326,Superterran,0,Hot,0,0.29789583,Kepler-768,15.969,784.56,5108,0.82,0.78,K,0.34197944,1.5789332
Kepler-363 b,Transit,1.65,1.16,3.614568,0.048,1.2262188,1.0570852,0.00054961289,0.048,0.048,0.048,1005.8137,1434.5943,1620.1488,Terran,0,Hot,0,0.29235675,Kepler-363,13.472,762.596,5593,1.1,1.49,G,2.3173946,4.1102077
Kepler-307 c,Transit,3.64,2.2,13.0729,0.1068,0.75206612,0.34184823,0.0016958073,0.1068,0.1068,0.1068,66.199925,726.63127,820.61584,Superterran,0,Hot,0,0.26447744,Kepler-307,14.149,575.581,5367,0.91,0.81,G,0.75509223,2.3461932
Kepler-332 c,Transit,1.32,1.09,15.995622,0.114,1.1110176,1.0192822,0.0013474668,0.114,0.114,0.114,20.053505,539.07263,608.79783,Terran,0,Hot,0,0.35934156,Kepler-332,14.243,344.19,4955,0.8,0.72,K,0.26061535,1.3783635
Kepler-342 d,Transit,6.76,2.49,39.459357,0.242,1.090305,0.43787349,0.0042376589,0.242,0.242,0.242,48.458422,672.11258,759.04555,Superterran,0,Hot,0,0.2573588,Kepler-342,13.2,781.611,6175,1.26,1.47,F,2.837919,4.5484536
Kepler-364 b,Transit,3.02,1.55,25.745718,0.178,1.2570239,0.81098318,0.0024286145,0.178,0.178,0.178,70.820664,738.99195,834.57529,Terran,0,Hot,0,0.29586872,Kepler-364,13.754,891.462,6108,1.19,1.28,F,2.2438819,4.04449
HD 93963 A b,Transit,7.8,1.35,1.0391353,0.02085,4.2798354,3.1702484,0.00039946787,0.02085,0.02085,0.02085,2882.6232,1866.5803,2108.0091,Terran,0,Hot,0,0.28557881,HD 93963 A,9.182,82.3432,5987,1.11,1.04,G,1.2531412,3.0224823
HD 93963 A c,Transit,19.2,3.228,3.6451398,0.04813,1.8426132,0.57082193,0.0012450703,0.04813,0.04813,0.04813,540.96389,1228.547,,Neptunian,0,Hot,0,0.20302976,HD 93963 A,9.182,82.3432,5987,1.11,1.04,G,1.2531412,3.0224823
K2-223 b,Transit,0.64,0.89,0.50557,0.0127,0.80797879,0.90784134,0.00010736935,0.0127,0.0127,0.0127,5719.9543,2215.3781,2501.9214,Terran,0,Hot,0,0.29194341,K2-223,11.443,198.604,5859,1.06,1,G,0.92257143,2.5933657
Kepler-112 c,Transit,6.35,2.4,28.574263,0.172,1.1024306,0.45934606,0.0034610409,0.172,0.172,0.172,27.729568,584.5686,660.17838,Superterran,0,Hot,0,0.28056725,Kepler-112,13.927,513.206,5544,0.78,0.84,G,0.82035154,2.445478
Kepler-1913 b,Transit,2.92,1.519,14.196,0.1209,1.265515,0.83312378,0.0016403778,0.1209,0.1209,0.1209,60.276413,709.80092,801.60861,Terran,0,Hot,0,0.3006298,Kepler-1913,14.814,876.3,6214,1.17,1.08,F,0.88104887,2.5343335
Kepler-1914 b,Transit,8.97,2.943,30.8279,0.1954,1.0356474,0.35190194,0.0039955588,0.1954,0.1954,0.1954,31.271656,602.40342,,Neptunian,0,Hot,0,0.25076132,Kepler-1914,15.911,1621.56,5982,1.05,0.96,G,1.1939881,2.9502836
Kepler-1917 b,Transit,4.23,1.89,12.9024,0.103,1.1841774,0.62654888,0.0017387683,0.103,0.103,0.103,47.678826,669.39289,755.97409,Superterran,0,Hot,0,0.28783599,Kepler-1917,15.474,909.037,5530,0.88,0.79,G,0.50582466,1.9202765
Kepler-27 c,Transit,4385.87,4.9,31.3309,0.191,182.66847,37.27928,0.036102124,0.191,0.191,0.191,12.850892,482.31751,,Neptunian,0,Hot,0,0.23547295,Kepler-27,15.822,1044.36,5400,0.65,0.59,G,0.46881338,1.8486886
Kepler-1035 b,Transit,1.71,1.17,2.7140775,0.0386,1.2491782,1.0676737,0.00046483187,0.0386,0.0386,0.0386,1085.9889,1462.3659,1651.5125,Terran,0,Hot,0,0.29202374,Kepler-1035,13.097,562.116,5763,0.98,0.97,G,1.61808,3.4345019
Kepler-227 c,Transit,9.48,3.04,54.418694,0.29,1.0257964,0.33743303,0.0063123356,0.29,0.29,0.29,8.9992021,441.21545,,Neptunian,0,Hot,0,0.33106449,Kepler-227,15.623,1083.06,5854,0.92,1.09,G,0.7568329,2.3488959
Kepler-1956 b,Transit,1.32,1.089,5.9437199,0.0563,1.113059,1.0220927,0.00070598155,0.0563,0.0563,0.0563,28.443511,588.29548,664.3873,Terran,0,Hot,0,0.3402365,Kepler-1956,15.989,360.468,4391,0.67,0.68,K,0.090157114,0.8107067
Kepler-385 c,Transit,13.2,3.04,15.163161,0.127,1.4283241,0.46984345,0.0028909524,0.127,0.127,0.127,86.375895,776.60083,,Neptunian,0,Hot,0,0.22227264,Kepler-385,15.76,1432.61,6326,1.12,1.13,F,1.3931568,3.1868657
Kepler-324 b,Transit,1.55,1.14,4.385315,0.05,1.1926747,1.0462059,0.00060630721,0.05,0.05,0.05,196.81581,954.14572,1077.5577,Terran,0,Hot,0,0.29851543,Kepler-324,14.222,501.574,5194,0.87,0.84,K,0.49203954,1.8939293
Kepler-352 c,Transit,2.07,1.24,16.332995,0.118,1.3462539,1.0856886,0.001600656,0.118,0.118,0.118,26.560484,578.30734,653.10727,Terran,0,Hot,0,0.3398446,Kepler-352,13.142,252.733,5212,0.83,0.78,K,0.36982818,1.6419645
Kepler-352 d,Transit,0.449,0.806,6.88728,0.0657,0.69115628,0.85751399,0.00054208751,0.0657,0.0657,0.0657,85.677988,775.02734,875.2716,Terran,0,Hot,0,0.30504549,Kepler-352,13.142,252.733,5208,0.8,0.77,K,0.36982818,1.6419645
Kepler-238 d,Transit,9.64,3.07,13.233549,0.115,1.0228225,0.33316695,0.002401081,0.115,0.115,0.115,203.5187,962.16774,,Neptunian,0,Hot,0,0.21284978,Kepler-238,15.297,1798.75,5751,1.06,1.43,G,2.6915348,4.4295924
Kepler-238 b,Transit,3.64,1.73,2.090876,0.034,1.2162117,0.70301254,0.0005130929,0.034,0.034,0.034,2328.3173,1769.5395,1998.4168,Superterran,0,Hot,0,0.26863626,Kepler-238,15.297,1798.75,5751,1.06,1.43,G,2.6915348,4.4295924
HD 99492 c,Radial Velocity,17.9,4.42,95.233,0.38652199,0.91623841,0.20729376,0.010004078,0.38728905,0.36217111,0.41087288,2.3961564,316.70488,,Neptunian,0,Hot,0,0.46747832,HD 99492,7.56727,18.2038,4929,0.85,0.82,K,0.35727284,1.6138522
nu Oph b,Radial Velocity,7057.733,12,529.93,1.765,49.012035,4.0843362,0.21497253,1.7790106,1.54261,1.98739,25.408889,570.22282,,Jovian,0,Hot,0,0.11392792,nu Oph,3.31216,46.2107,4887,2.61,12.24,K,78.523563,23.925651
HD 4732 c,Radial Velocity,1069.4926,13.1,3184.2,4.725,6.2321111,0.47573367,0.35209939,4.8076143,3.841425,5.608575,0.59830928,222.5567,,Jovian,1,Warm,0,0.36770473,HD 4732,5.9,54.7841,4898,1.39,5.03,K,13.121999,9.780561
K2-43 b,Transit,18.5,4.51,3.471149,0.03784,0.90953338,0.20167037,0.0011228411,0.037932708,0.0351912,0.0404888,42.969904,651.61484,,Neptunian,0,Hot,0,0.18855171,K2-43,15.748,182.536,3840.6,0.57,0.54,M,0.061376201,0.66890396
OGLE-2012-BLG-0026L b,Microlensing,46.1,7.72,,4,0.7735107,0.10019569,0.14070524,4,4,4,,,,Neptunian,0,,0,,OGLE-2012-BLG-0026L,20.66,4019,,1.06,,G,,
OGLE-2014-BLG-0676L b,Microlensing,1169.6085,13,,4.53,6.9207606,0.5323662,0.53021988,4.53,4.53,4.53,,,,Jovian,0,,0,,OGLE-2014-BLG-0676L,,2670,,0.73,,,,
KMT-2017-BLG-1003L b,Microlensing,5.19,2.13,,1.38,1.1439529,0.5370671,0.034941118,1.38,1.38,1.38,,,,Superterran,0,,0,,KMT-2017-BLG-1003L,,7090,,0.32,,,,
KMT-2021-BLG-0748L b,Microlensing,143.02278,14.3,,2.43,0.6994121,0.048909937,0.17868678,2.43,2.43,2.43,,,,Jovian,0,,0,,KMT-2021-BLG-0748L,,6090,,0.36,,,,
KMT-2019-BLG-2974L b,Microlensing,88.99195,11.4,,2,0.68476416,0.060067031,0.11487694,2,2,2,,,,Jovian,0,,0,,KMT-2019-BLG-2974L,,6100,,0.47,,,,
Kepler-1411 b,Transit,8.35,2.82,86.115089,0.4001,1.0499975,0.37233953,0.0082592654,0.4001,0.4001,0.4001,6.8653534,412.34946,,Neptunian,0,Hot,0,0.37426301,Kepler-1411,15.945,1660.48,5664,0.95,0.92,G,1.0990058,2.8305039
Kepler-172 e,Transit,8.05,2.76,35.118736,0.211,1.0567633,0.38288525,0.0042299282,0.211,0.211,0.211,20.865802,544.4506,,Neptunian,0,Hot,0,0.27731895,Kepler-172,14.703,828.592,5526,1,1.08,G,0.92896639,2.6023384
Kepler-1254 c,Transit,2.24,1.3,3.6008428,0.0422,1.3254438,1.0195721,0.00059999667,0.0422,0.0422,0.0422,150.44408,892.16151,1007.5562,Terran,0,Hot,0,0.29616223,Kepler-1254,15.541,622.818,4985,0.78,0.75,K,0.26791683,1.3975384
